occurrenceId,canonicalElementId,sourceCode,sourceLabel,aggregationRule,zeroBlankSemantics,reportingUnitGuard,totalComponentGuard,temporalGuard,identifierGuard,status
HMIS-RPTCOL-STATE-0474,HMIS-DE-0562,15.4.2.c,"Out of the above, number of females (non-ANC) treated for Syphilis","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0475,HMIS-DE-0671,15.4.3.a,Total number of H/TG people tested for Syphilis (RPR/VDRL/PoC/ RDT/TPHA),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0476,HMIS-DE-0564,15.4.3.b,"Out of the above, number of H/TG people tested reactive for Syphilis (RPR/VDRL/PoC/ RDT/TPHA)","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0477,HMIS-DE-0566,15.4.3.c,"Out of the above, number of H/TG people treated for Syphilis","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0478,HMIS-DE-0699,15.5.1,Widal tests- Number Tested,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0479,HMIS-DE-0698,15.5.2,Widal tests- Number Positive,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0480,HMIS-DE-0700,15.6.1.a.i,X-ray(Inhouse),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0481,,15.6.1.a.i.1,"X-ray(Inhouse)-No. of chest X-rays done on patients with health risks- Diabetes, HIV, Smoking, Alcoholism, low BMI, geriatric population (>60),history of TB, contacts of TB",Not established; candidate element must not be aggregated operationally,Unconfirmed; preserve null/blank separately from explicit zero,"Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0482,,15.6.1.a.ii,X-ray(Outsource),Not established; candidate element must not be aggregated operationally,Unconfirmed; preserve null/blank separately from explicit zero,"Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0483,HMIS-DE-0696,15.6.1.b.i,Ultrasonography (USG) (Inhouse),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0484,,15.6.1.b.ii,Ultrasonography (USG)(Outsource),Not established; candidate element must not be aggregated operationally,Unconfirmed; preserve null/blank separately from explicit zero,"Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0485,HMIS-DE-0097,15.6.1.c.i,CT scan (Inhouse),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0486,,15.6.1.c.ii,CT scan (Outsource),Not established; candidate element must not be aggregated operationally,Unconfirmed; preserve null/blank separately from explicit zero,"Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0487,HMIS-DE-0234,15.6.1.d.i,MRI (Inhouse),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0488,,15.6.1.d.ii,MRI (Outsource),Not established; candidate element must not be aggregated operationally,Unconfirmed; preserve null/blank separately from explicit zero,"Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0489,HMIS-DE-0113,15.6.1.e.i,ECG (Inhouse),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0490,,15.6.1.e.ii,ECG (Outsource),Not established; candidate element must not be aggregated operationally,Unconfirmed; preserve null/blank separately from explicit zero,"Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0491,HMIS-DE-0246,16.1.1a,New born deaths within 24 hrs(1 to 23 Hrs 59 minutes) of birth at Facility/Facility to facility in transit,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0492,HMIS-DE-0247,16.1.1.b,New born deaths within 24 hrs(1 to 23 Hrs 59 minutes) of birth in Community (at home or home to facility transit),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0493,HMIS-DE-0244,16.1.2.a,New born deaths within 1 week (1 to 7 days) at Facility/Facility to facility in transit,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0494,HMIS-DE-0243,16.1.2.b,New born deaths within 1 week (1 to 7 days) At Community (at home or home to facility transit),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0495,HMIS-DE-0249,16.1.3.a,New born deaths within 8 to 28 days at Facility/Facility to facility in transit,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0496,HMIS-DE-0248,16.1.3.b,New born deaths within 8 to 28 days At Community (at home or home to facility transit),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0497,HMIS-DE-0159,16.1.4.a,Infant Deaths (>28 days to below 12 months) at Facility/Facility to facility in transit,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0498,HMIS-DE-0158,16.1.4.b,Infant Deaths (>28 days to below 12 months) At Community (at home or home to facility transit),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0499,HMIS-DE-0242,16.2.1,Neonatal Deaths up to 4 weeks (0 to 28 days) due to Sepsis,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0500,HMIS-DE-0239,16.2.2,Neonatal Deaths up to 4 weeks (0 to 28 days) due to Asphyxia,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0501,HMIS-DE-0240,16.2.3,Neonatal Deaths up to 4 weeks (0 to 28 days) due to complications of Prematurity,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0502,HMIS-DE-0241,16.2.4,Neonatal Deaths up to 4 weeks (0 to 28 days) due to Other causes,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0503,HMIS-DE-0381,16.3.1,Number of Infant Deaths (>28 days - below 12 months) due to Pneumonia,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0504,HMIS-DE-0382,16.3.2,Number of Infant Deaths (>28 days - below 12 months) due to Diarrhoea,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0505,HMIS-DE-0383,16.3.3,Number of Infant Deaths (>28 days - below 12 months) due to Fever related,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0506,HMIS-DE-0384,16.3.4,Number of Infant Deaths (>28 days - below 12 months) due to Measles,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0507,HMIS-DE-0385,16.3.5,Number of Infant Deaths (>28 days - below 12 months) due to Others,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0508,HMIS-DE-0307,16.4.1,Number of Child Deaths (1 - below 5 years) due to Pneumonia,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0509,HMIS-DE-0303,16.4.2,Number of Child Deaths (1 - below 5 years) due to Diarrhoea,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0510,HMIS-DE-0304,16.4.3,Number of Child Deaths (1 - below 5 years) due to Fever related,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0511,HMIS-DE-0305,16.4.4,Number of Child Deaths (1 - below 5 years) due to Measles,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0512,HMIS-DE-0306,16.4.5,Number of Child Deaths (1 - below 5 years) due to Others,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0513,HMIS-DE-0412,16.5.1,Number of Maternal Deaths at facility due to APH (Antepartum Haemmorhage),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0514,HMIS-DE-0415,16.5.2,Number of Maternal Deaths at facility due to PPH (Post-Partum Haemmorhage),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0515,HMIS-DE-0416,16.5.3,"Number of Maternal Deaths at facility due to Pregnancy related infection and sepsis, Fever","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0516,HMIS-DE-0411,16.5.4,Number of Maternal Deaths at facility due to Abortion and/ or its complication,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0517,HMIS-DE-0413,16.5.5,Number of Maternal Deaths at facility due to Obstructed/prolonged labour,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0518,HMIS-DE-0418,16.5.6,"Number of Maternal Deaths at facility due to Severe hypertension/fits/Pre Eclampsia/Eclampsia in pregnancy, during delivery and puerperium","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0519,HMIS-DE-0414,16.5.7,Number of Maternal Deaths at facility due to Other/Unknown Causes,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0520,HMIS-DE-0009,16.5.8,"Age wise total Maternal Deaths, occurred at Facility","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0521,HMIS-DE-0591,16.5.8.a,"Out of total number of maternal deaths at facility, deaths with age less than <15 years","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0522,HMIS-DE-0590,16.5.8.b,"Out of total number of maternal deaths at facility, deaths with age 15-19 years","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0523,HMIS-DE-0582,16.5.8.c,"Out of total number maternal deaths at facility, deaths with age more than >19-49 years","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0524,HMIS-DE-0583,16.5.8.d,"Out of total number maternal deaths at facility, deaths with age more than >49 years","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
